  3.6500000000000000E+001,  2.9434750000000096E+016, -4.3995000000000200E+015,0.29352437845944004772E+22,0.29352437845944004772E+22,---
  3.7500000000000000E+001,  2.5349500000000056E+016, -3.7710000000000640E+015,0.25279280844201299804E+22,0.25279280844201299804E+22,---
  3.8500000000000000E+001,  2.1808949999999980E+016, -3.3101000000000880E+015,0.21746059633873880351E+22,0.21746059633873880351E+22,---
  3.9500000000000000E+001,  1.8781674999999936E+016, -2.7444500000000000E+015,0.18731479235634260869E+22,0.18731479235634260869E+22,---
  4.0500000000000000E+001,  1.6236249999999932E+016, -2.3464000000000060E+015,0.16193807946943726879E+22,0.16193807946943726879E+22,---
  4.1500000000000000E+001,  1.4057449999999950E+016, -2.0111999999999600E+015,0.14021436058496238879E+22,0.14021436058496238879E+22,---
  4.2500000000000000E+001,  1.2182424999999988E+016, -1.7388499999999620E+015,0.12151361201527990518E+22,0.12151361201527990518E+22,---
  4.3500000000000000E+001,  1.0579749999999984E+016, -1.4665000000000460E+015,0.10554309759524761764E+22,0.10554309759524761764E+22,---
  4.4500000000000000E+001,  9.2075249999999760E+015, -1.2779499999999710E+015,0.91853267538503820902E+21,0.91853267538503820902E+21,---
  4.5500000000000000E+001,  8.0133749999999940E+015, -1.1103499999999950E+015,0.79941203149564805120E+21,0.79941203149564805120E+21,---
  4.6500000000000000E+001,  6.9868249999999750E+015, -9.4275000000004200E+014,0.69709059088471162880E+21,0.69709059088471162880E+21,---
  4.7500000000000000E+001,  6.1278749999999740E+015, -7.7514999999996100E+014,0.61156060725818254950E+21,0.61156060725818254950E+21,---
  4.8500000000000000E+001,  5.4050999999999960E+015, -6.7039999999999400E+014,0.53946961888506707968E+21,0.53946961888506707968E+21,---
  4.9500000000000000E+001,  4.7766000000000000E+015, -5.8659999999999900E+014,0.47675866714722657894E+21,0.47675866714722657894E+21,---
  5.0500000000000000E+001,  4.2214250000000070E+015, -5.2374999999998650E+014,0.42132944965905317888E+21,0.42132944965905317888E+21,---
  5.1500000000000000E+001,  3.7395750000000055E+015, -4.3995000000001600E+014,0.37330995405962641408E+21,0.37330995405962641408E+21,---
  5.2500000000000000E+001,  3.3205750000000050E+015, -3.9804999999998500E+014,0.33146051620064847462E+21,0.33146051620064847462E+21,---
  5.3500000000000000E+001,  2.9539500000000030E+015, -3.3520000000001900E+014,0.29491915574441774285E+21,0.29491915574441774285E+21,---
  5.4500000000000000E+001,  2.6292250000000000E+015, -3.1424999999998750E+014,0.26245258305072939008E+21,0.26245258305072939008E+21,---
  5.5500000000000000E+001,  2.3359249999999990E+015, -2.7235000000001375E+014,0.23319523955261164749E+21,0.23319523955261164749E+21,---
  5.6500000000000000E+001,  2.0740499999999978E+015, -2.5139999999998900E+014,0.20702374048644736614E+21,0.20702374048644736614E+21,---
  5.7500000000000000E+001,  1.8373150000000005E+015, -2.2207000000000550E+014,0.18339568255550622925E+21,0.18339568255550622925E+21,---
  5.8500000000000000E+001,  1.6267674999999962E+015, -1.9902500000000300E+014,0.16237209616802965094E+21,0.16237209616802965094E+21,---
  5.9500000000000000E+001,  1.4382174999999990E+015, -1.7807499999999175E+014,0.14354587771510531686E+21,0.14354587771510531686E+21,---
  6.0500000000000000E+001,  1.2695699999999980E+015, -1.5922000000001000E+014,0.12670715184234841702E+21,0.12670715184234841702E+21,---
  6.1500000000000000E+001,  1.1187299999999935E+015, -1.4245999999999888E+014,0.11164600754169338266E+21,0.11164600754169338266E+21,---
  6.2500000000000000E+001,  9.8464999999999700E+014, -1.2569999999999425E+014,98264210168300568576.,98264210168300568576.,---
  6.3500000000000000E+001,  8.6628249999999925E+014, -1.1103500000000112E+014,86450169288440299520.,86450169288440299520.,---
  6.4500000000000000E+001,  7.6048499999999875E+014, -1.0056000000000012E+014,75882103082676731904.,75882103082676731904.,---
  6.5500000000000000E+001,  6.6620999999999875E+014, -8.7989999999999625E+013,66475574768105496576.,66475574768105496576.,---
  6.6500000000000000E+001,  5.8345749999999825E+014, -7.7515000000001438E+013,58216879897500352512.,58216879897500352512.,---
  6.7500000000000000E+001,  5.1013249999999738E+014, -6.9135000000000312E+013,50895997435947491328.,50895997435947491328.,---
  6.8500000000000000E+001,  4.4518749999999775E+014, -6.0754999999999062E+013,44414988196553416704.,44414988196553416704.,---
  6.9500000000000000E+001,  3.8757499999999775E+014, -5.4470000000000875E+013,38661691039063228416.,38661691039063228416.,---
  7.0500000000000000E+001,  3.3729499999999894E+014, -4.6089999999996750E+013,33650682756817780736.,33650682756817780736.,---
  7.1500000000000000E+001,  2.9330000000000038E+014, -4.1900000000000375E+013,29255082891695968256.,29255082891695968256.,---
  7.2500000000000000E+001,  2.5349499999999997E+014, -3.7710000000000438E+013,25279280844201242624.,25279280844201242624.,---
  7.3500000000000000E+001,  2.1829900000000031E+014, -3.2681999999998875E+013,21768652948678324224.,21768652948678324224.,---
  7.4500000000000000E+001,  1.8792150000000062E+014, -2.8073000000000500E+013,18739654967474782208.,18739654967474782208.,---
  7.5500000000000000E+001,  1.6162925000000031E+014, -2.4511500000000125E+013,16116392601168568320.,16116392601168568320.,---
  7.6500000000000000E+001,  1.3879375000000017E+014, -2.1159500000000156E+013,13838993434856472576.,13838993434856472576.,---
  7.7500000000000000E+001,  1.1910074999999989E+014, -1.8226500000000406E+013,11875157820003899392.,11875157820003899392.,---
  7.8500000000000000E+001,  1.0202649999999977E+014, -1.5921999999999844E+013,10171543236525101056.,10171543236525101056.,---
  7.9500000000000000E+001,  8.7256749999999750E+013, -1.3617500000000203E+013,8699069688190773248.0,8699069688190773248.0,---
  8.0500000000000000E+001,  7.4477249999999750E+013, -1.1941499999999773E+013,7423753034685329408.0,7423753034685329408.0,---
  8.1500000000000000E+001,  6.3478499999999844E+013, -1.0056000000000039E+013,6327905797536797696.0,6327905797536797696.0,---
  8.2500000000000000E+001,  5.4050999999999766E+013, -8.7990000000001250E+012,5387165303524641792.0,5387165303524641792.0,---
  8.3500000000000000E+001,  4.5985249999999859E+013, -7.3324999999996953E+012,4583886809793613824.0,4583886809793613824.0,---
  8.4500000000000000E+001,  3.9071750000000062E+013, -6.4944999999998906E+012,3893657683335818752.0,3893657683335818752.0,---
  8.5500000000000000E+001,  3.2996250000000086E+013, -5.6565000000000664E+012,3287481583218383872.0,3287481583218383872.0,---
  8.6500000000000000E+001,  2.7758750000000062E+013, -4.8184999999999766E+012,2765400000000006656.0,2765400000000006656.0,---
  8.7500000000000000E+001,  2.3254500000000094E+013, -4.1899999999999570E+012,2315993836887319040.0,2315993836887319040.0,---
  8.8500000000000000E+001,  1.9483500000000035E+013, -3.3520000000001641E+012,1941128012908992256.0,1941128012908992256.0,---
  8.9500000000000000E+001,  1.6361949999999988E+013, -2.8910999999999277E+012,1629796898389488896.0,1629796898389488896.0,---
  9.0500000000000000E+001,  1.3701300000000020E+013, -2.4302000000000137E+012,1364731305715526144.0,1364731305715526144.0,---
  9.1500000000000000E+001,  1.1470125000000010E+013, -2.0321500000000039E+012,1142503212730713472.0,1142503212730713472.0,---
  9.2500000000000000E+001,  9.6055750000000039E+012, -1.6969500000000098E+012,956802807557544960.00,956802807557544960.00,---
  9.3500000000000000E+001,  8.0343249999999912E+012, -1.4455500000000137E+012,800174821554639104.00,800174821554639104.00,---
  9.4500000000000000E+001,  6.7144749999999922E+012, -1.1941499999999854E+012,668787529563761408.00,668787529563761408.00,---
  9.5500000000000000E+001,  5.6146000000000020E+012, -1.0055999999999941E+012,559204124805960576.00,559204124805960576.00,---
  9.6500000000000000E+001,  4.6928000000000068E+012, -8.3799999999999609E+011,467405721402723840.00,467405721402723840.00,---
  9.7500000000000000E+001,  3.9176500000000073E+012, -7.1230000000000293E+011,390142777710930560.00,390142777710930560.00,---
  9.8500000000000000E+001,  3.2682000000000015E+012, -5.8660000000000879E+011,325501249613576832.00,325501249613576832.00,---
  9.9500000000000000E+001,  2.7339749999999971E+012, -4.8185000000000000E+011,272333884138569568.00,272333884138569568.00,---
  1.0050000000000000E+002,  2.2929774999999966E+012, -4.0014500000000122E+011,228423221460734624.00,228423221460734624.00,---
  1.0150000000000000E+002,  1.9263524999999958E+012, -3.3310500000000000E+011,191913892644591616.00,191913892644591616.00,---
  1.0250000000000000E+002,  1.6204824999999966E+012, -2.7863499999999878E+011,161448263137142176.00,161448263137142176.00,---
  1.0350000000000000E+002,  1.3648924999999983E+012, -2.3254499999999756E+011,135993096968191600.00,135993096968191600.00,---
  1.0450000000000000E+002,  1.1501549999999998E+012, -1.9692999999999939E+011,114593244469296704.00,114593244469296704.00,---
  1.0550000000000000E+002,  9.6998500000000061E+011, -1.6340999999999902E+011,96653773501090032.000,96653773501090032.000,---
  1.0650000000000000E+002,  8.1914500000000000E+011, -1.3827000000000208E+011,81622232437002112.000,81622232437002112.000,---
  1.0750000000000000E+002,  6.9134999999999939E+011, -1.1731999999999927E+011,68885689870973864.000,68885689870973864.000,---
  1.0850000000000000E+002,  5.8345749999999988E+011, -9.8464999999999756E+010,58137665523307680.000,58137665523307680.000,---
  1.0950000000000000E+002,  4.9127749999999982E+011, -8.5895000000000366E+010,48939666350517728.000,48939666350517728.000,---
  1.1050000000000000E+002,  4.1271499999999957E+011, -7.1230000000000122E+010,41117544065763416.000,41117544065763416.000,---
  1.1150000000000000E+002,  3.4776999999999976E+011, -5.8659999999999451E+010,34653098562754796.000,34653098562754796.000,---
  1.1250000000000000E+002,  2.9539500000000018E+011, -4.6089999999999756E+010,29449470962990168.000,29449470962990168.000,---
  1.1350000000000000E+002,  2.5244750000000006E+011, -3.9805000000000458E+010,25166173874866244.000,25166173874866244.000,---
  1.1450000000000000E+002,  2.1767050000000009E+011, -2.9748999999999512E+010,21716168128838948.000,21716168128838948.000,---
  1.1550000000000000E+002,  1.8970225000000000E+011, -2.6187500000000641E+010,18924982791537748.000,18924982791537748.000,---
  1.1650000000000000E+002,  1.6560974999999963E+011, -2.1997500000000092E+010,16524411273476548.000,16524411273476548.000,---
  1.1750000000000000E+002,  1.4539299999999976E+011, -1.8435999999999680E+010,14510049250433280.000,14510049250433280.000,---
  1.1850000000000000E+002,  1.2831874999999983E+011, -1.5712500000000183E+010,12807802675517750.000,12807802675517750.000,---
  1.1950000000000000E+002,  1.1366015250801437E+011, -1.3604694983970749E+010,96938743420121280.000,11345641602282070.000,---
---, ---, ---, ---,  8.5593101817839216E+016, ---
 # height (km), edge
  0.0000000000000000E+000,  5.3422499999999846E+018
  1.0000000000000000E+000,  4.8394499999999785E+018
  2.0000000000000000E+000,  4.3785499999999887E+018
  3.0000000000000000E+000,  3.9595499999999846E+018
  4.0000000000000000E+000,  3.5615000000000051E+018
  5.0000000000000000E+000,  3.2053499999999974E+018
  6.0000000000000000E+000,  2.8701499999999903E+018
  7.0000000000000000E+000,  2.5768499999999990E+018
  8.0000000000000000E+000,  2.2835499999999900E+018
  9.0000000000000000E+000,  2.0342449999999969E+018
  1.0000000000000000E+001,  1.8016999999999916E+018
  1.1000000000000000E+001,  1.5901049999999936E+018
  1.2000000000000000E+001,  1.3596550000000064E+018
  1.3000000000000000E+001,  1.1606300000000031E+018
  1.4000000000000000E+001,  9.9303000000000013E+017
  1.5000000000000000E+001,  8.4847500000000346E+017
  1.6000000000000000E+001,  7.2486999999999962E+017
  1.7000000000000000E+001,  6.2012000000000205E+017
  1.8000000000000000E+001,  5.3003499999999904E+017
  1.9000000000000000E+001,  4.5252000000000083E+017
  2.0000000000000000E+001,  3.8757500000000019E+017
  2.1000000000000000E+001,  3.2891499999999987E+017
  2.2000000000000000E+001,  2.8073000000000010E+017
  2.3000000000000000E+001,  2.3882999999999942E+017
  2.4000000000000000E+001,  2.0447199999999891E+017
  2.5000000000000000E+001,  1.7451349999999971E+017
  2.6000000000000000E+001,  1.4916399999999987E+017
  2.7000000000000000E+001,  1.2758549999999989E+017
  2.8000000000000000E+001,  1.0914949999999976E+017
  2.9000000000000000E+001,  9.3646499999999920E+016
  3.0000000000000000E+001,  8.0238500000000096E+016
  3.1000000000000000E+001,  6.8715999999999880E+016
  3.2000000000000000E+001,  5.9079000000000152E+016
  3.3000000000000000E+001,  5.0489500000000024E+016
  3.4000000000000000E+001,  4.3157000000000184E+016
  3.5000000000000000E+001,  3.6872000000000040E+016
  3.6000000000000000E+001,  3.1634500000000108E+016
  3.7000000000000000E+001,  2.7235000000000088E+016
  3.8000000000000000E+001,  2.3464000000000024E+016
  3.9000000000000000E+001,  2.0153899999999936E+016
  4.0000000000000000E+001,  1.7409449999999936E+016
  4.1000000000000000E+001,  1.5063049999999930E+016
  4.2000000000000000E+001,  1.3051849999999970E+016
  4.3000000000000000E+001,  1.1313000000000008E+016
  4.4000000000000000E+001,  9.8464999999999620E+015
  4.5000000000000000E+001,  8.5685499999999910E+015
  4.6000000000000000E+001,  7.4581999999999960E+015
  4.7000000000000000E+001,  6.5154499999999540E+015
  4.8000000000000000E+001,  5.7402999999999930E+015
  4.9000000000000000E+001,  5.0698999999999990E+015
  5.0000000000000000E+001,  4.4833000000000000E+015
  5.1000000000000000E+001,  3.9595500000000135E+015
  5.2000000000000000E+001,  3.5195999999999975E+015
  5.3000000000000000E+001,  3.1215500000000125E+015
  5.4000000000000000E+001,  2.7863499999999935E+015
  5.5000000000000000E+001,  2.4721000000000060E+015
  5.6000000000000000E+001,  2.1997499999999922E+015
  5.7000000000000000E+001,  1.9483500000000032E+015
  5.8000000000000000E+001,  1.7262799999999978E+015
  5.9000000000000000E+001,  1.5272549999999948E+015
  6.0000000000000000E+001,  1.3491800000000030E+015
  6.1000000000000000E+001,  1.1899599999999930E+015
  6.2000000000000000E+001,  1.0474999999999941E+015
  6.3000000000000000E+001,  9.2179999999999988E+014
  6.4000000000000000E+001,  8.1076499999999875E+014
  6.5000000000000000E+001,  7.1020499999999862E+014
  6.6000000000000000E+001,  6.2221499999999900E+014
  6.7000000000000000E+001,  5.4469999999999756E+014
  6.8000000000000000E+001,  4.7556499999999725E+014
  6.9000000000000000E+001,  4.1480999999999819E+014
  7.0000000000000000E+001,  3.6033999999999731E+014
  7.1000000000000000E+001,  3.1425000000000056E+014
  7.2000000000000000E+001,  2.7235000000000019E+014
  7.3000000000000000E+001,  2.3463999999999975E+014
  7.4000000000000000E+001,  2.0195800000000088E+014
  7.5000000000000000E+001,  1.7388500000000038E+014
  7.6000000000000000E+001,  1.4937350000000025E+014
  7.7000000000000000E+001,  1.2821400000000009E+014
  7.8000000000000000E+001,  1.0998749999999969E+014
  7.9000000000000000E+001,  9.4065499999999844E+013
  8.0000000000000000E+001,  8.0447999999999641E+013
  8.1000000000000000E+001,  6.8506499999999867E+013
  8.2000000000000000E+001,  5.8450499999999828E+013
  8.3000000000000000E+001,  4.9651499999999703E+013
  8.4000000000000000E+001,  4.2319000000000008E+013
  8.5000000000000000E+001,  3.5824500000000117E+013
  8.6000000000000000E+001,  3.0168000000000051E+013
  8.7000000000000000E+001,  2.5349500000000074E+013
  8.8000000000000000E+001,  2.1159500000000117E+013
  8.9000000000000000E+001,  1.7807499999999953E+013
  9.0000000000000000E+001,  1.4916400000000025E+013
  9.1000000000000000E+001,  1.2486200000000012E+013
  9.2000000000000000E+001,  1.0454050000000008E+013
  9.3000000000000000E+001,  8.7570999999999980E+012
  9.4000000000000000E+001,  7.3115499999999844E+012
  9.5000000000000000E+001,  6.1173999999999990E+012
  9.6000000000000000E+001,  5.1118000000000049E+012
  9.7000000000000000E+001,  4.2738000000000088E+012
  9.8000000000000000E+001,  3.5615000000000059E+012
  9.9000000000000000E+001,  2.9748999999999971E+012
  1.0000000000000000E+002,  2.4930499999999971E+012
  1.0100000000000000E+002,  2.0929049999999958E+012
  1.0200000000000000E+002,  1.7597999999999958E+012
  1.0300000000000000E+002,  1.4811649999999971E+012
  1.0400000000000000E+002,  1.2486199999999995E+012
  1.0500000000000000E+002,  1.0516900000000001E+012
  1.0600000000000000E+002,  8.8828000000000110E+011
  1.0700000000000000E+002,  7.5000999999999902E+011
  1.0800000000000000E+002,  6.3268999999999976E+011
  1.0900000000000000E+002,  5.3422500000000000E+011
  1.1000000000000000E+002,  4.4832999999999963E+011
  1.1100000000000000E+002,  3.7709999999999951E+011
  1.1200000000000000E+002,  3.1844000000000006E+011
  1.1300000000000000E+002,  2.7235000000000031E+011
  1.1400000000000000E+002,  2.3254499999999985E+011
  1.1500000000000000E+002,  2.0279600000000034E+011
  1.1600000000000000E+002,  1.7660849999999969E+011
  1.1700000000000000E+002,  1.5461099999999960E+011
  1.1800000000000000E+002,  1.3617499999999992E+011
  1.1900000000000000E+002,  1.2046249999999974E+011
  1.2000000000000000E+002,  1.0685780501602899E+011
